,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol,DataSource,ATBTechnologyType,ThermalOrRenewableOrStorage,CAPEX(2012$/MW),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),Lifetime(years),SO2 Scrubber,CoalType,ECAPEX(2012$/MWH),PlantCategory
389,Oak Grove (TX),6180_B_2,6180,B,2,2831.0,Coal Steam,,ERC_REST,Texas,48.0,Robertson,395.0,48395.0,825.0,10484.0,2011.0,9999.0,wall,dry,N,Lignite,Wet Scrubber,2010.0,0.98,LNB + NH3 + OFA,SCR,2010.0,,B,,ACI,2011.0,,0.192,0.07299,0.07299,0.07299,0.07299,0.1,0.1,0.1,0.99,,,,,,,,Lignite,6180.0,31.1803,-96.4866,,,,,,,,,1.7494556002769337,215.4,POINT (-96.4866 31.1803),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,12.0,147.67499999999998,84224.09959982215,330.0,0.0,37800.0,4.47,22.81129251330337,1,0.0,1,1,0,False,False,False,6180+2,,,,,,,,,,,,
390,Major Oak Power,7030_B_U1,7030,B,U1,2920.0,Coal Steam,,ERC_REST,Texas,48.0,Robertson,395.0,48395.0,152.0,11652.0,1990.0,9999.0,FBC,wet,N,"Lignite, Subbituminous",Reagent Injection,1990.0,0.78,ROFA,SNCR,,2007.0,B,,ACI,2011.0,,0.58,0.15553,0.07782,0.15553,0.07782,0.1,0.1,0.1,0.95,Yes,1990.0,,,,,,Lignite,7030.0,31.091925,-96.69503,,,,,,,,,1.7494556002769337,215.4,POINT (-96.69503 31.091925),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,12.0,27.208,15517.652289906624,60.800000000000004,0.0,37800.0,4.47,24.85465665442683,1,0.0,1,1,0,False,False,False,7030+U1,,,,,,,,,,,,
391,Major Oak Power,7030_B_U2,7030,B,U2,2921.0,Coal Steam,,ERC_REST,Texas,48.0,Robertson,395.0,48395.0,153.0,11468.0,1991.0,9999.0,FBC,wet,N,"Lignite, Subbituminous",Reagent Injection,1991.0,0.78,ROFA,SNCR,,2008.0,B,,ACI,2011.0,,0.58,0.1294,0.08662,0.1294,0.08662,0.1,0.1,0.1,0.95,Yes,1991.0,,,,,,Lignite,7030.0,31.091925,-96.69503,,,,,,,,,1.7494556002769337,215.4,POINT (-96.69503 31.091925),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,12.0,27.387,15619.742107603379,61.2,0.0,37800.0,4.47,24.532756823975877,1,0.0,1,1,0,False,False,False,7030+U2,,,,,,,,,,,,
392,C R Wing Cogen Plant,52176_G_GEN1,52176,G,GEN1,89347.0,Combined Cycle,,ERC_WEST,Texas,48.0,Howard,227.0,48227.0,71.0,7714.0,1987.0,9999.0,,,Y,"Natural Gas, Distillate Fuel Oil",,,,STM,,,,,,,,,,0.12799,0.12799,0.12799,0.12799,,,,,,,,,,,,Natural Gas,52176.0,32.273178,-101.422386,,,,,,,,,3.419101677638398,117.0,POINT (-101.422386 32.273178),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,4.0,45.369,7248.3770564695415,28.400000000000002,0.0,13170.0,3.5999999999999996,29.974950341302602,1,0.0,1,1,0,False,False,False,52176+GEN1,,,,,,,,,,,,
393,C R Wing Cogen Plant,52176_G_GEN2,52176,G,GEN2,89348.0,Combined Cycle,,ERC_WEST,Texas,48.0,Howard,227.0,48227.0,71.0,7714.0,1987.0,9999.0,,,Y,"Natural Gas, Distillate Fuel Oil",,,,STM,,,,,,,,,,0.12799,0.12799,0.12799,0.12799,,,,,,,,,,,,Natural Gas,52176.0,32.273178,-101.422386,,,,,,,,,3.419101677638398,117.0,POINT (-101.422386 32.273178),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,4.0,45.369,7248.3770564695415,28.400000000000002,0.0,13170.0,3.5999999999999996,29.974950341302602,1,0.0,1,1,0,False,False,False,52176+GEN2,,,,,,,,,,,,
394,C R Wing Cogen Plant,52176_G_GEN3,52176,G,GEN3,,Combined Cycle,,ERC_WEST,Texas,48.0,Howard,227.0,48227.0,70.0,7714.0,1988.0,9999.0,,,Y,"Natural Gas, Distillate Fuel Oil",,,,STM,,,,,,,,,,0.12799,0.12799,0.12799,0.12799,,,,,,,,,,,,Natural Gas,52176.0,32.273178,-101.422386,,,,,,,,,3.419101677638398,117.0,POINT (-101.422386 32.273178),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,4.0,44.730000000000004,7146.2872387727875,28.0,0.0,13170.0,3.5999999999999996,29.974950341302602,1,0.0,1,1,0,False,False,False,52176+GEN3,,,,,,,,,,,,
400,EG178 Facility,56233_G_CT02,56233,G,CT02,,Combined Cycle,,ERC_WEST,Texas,48.0,Scurry,415.0,48415.0,46.0,7590.0,2005.0,9999.0,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.02707,0.02707,0.02707,0.02707,,,,,,,,,,,,Natural Gas,56233.0,32.747058,-100.954661,,,,,,,,,3.419101677638398,117.0,POINT (-100.954661 32.747058),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,4.0,29.394000000000002,4696.131614050689,18.400000000000002,0.0,13170.0,3.5999999999999996,29.550981733275442,1,0.0,1,1,0,False,False,False,56233+CT02,,,,,,,,,,,,
401,EG178 Facility,56233_G_CTG1,56233,G,CTG1,,Combined Cycle,,ERC_WEST,Texas,48.0,Scurry,415.0,48415.0,46.0,7590.0,2005.0,9999.0,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.02707,0.02707,0.02707,0.02707,,,,,,,,,,,,Natural Gas,56233.0,32.747058,-100.954661,,,,,,,,,3.419101677638398,117.0,POINT (-100.954661 32.747058),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,4.0,29.394000000000002,4696.131614050689,18.400000000000002,0.0,13170.0,3.5999999999999996,29.550981733275442,1,0.0,1,1,0,False,False,False,56233+CTG1,,,,,,,,,,,,
402,EG178 Facility,56233_G_STG,56233,G,STG,,Combined Cycle,,ERC_WEST,Texas,48.0,Scurry,415.0,48415.0,18.0,7590.0,2005.0,9999.0,,,N,Natural Gas,,,,NH3 + STM,SCR,2005.0,,,,,,,,0.02707,0.02707,0.02707,0.02707,,,,,,,,,,,,Natural Gas,56233.0,32.747058,-100.954661,,,,,,,,,3.419101677638398,117.0,POINT (-100.954661 32.747058),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,4.0,11.502,1837.616718541574,7.2,0.0,13170.0,3.5999999999999996,29.550981733275442,1,0.0,1,1,0,False,False,False,56233+STG,,,,,,,,,,,,
421,Pyron Wind Farm LLC,56981_G_PYRBT,56981,G,PYRBT,,Batteries,,ERC_WEST,Texas,48.0,Fisher,151.0,48151.0,9.9,0.0,2017.0,9999.0,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,56981.0,32.5886,-100.6728,56981.0,PYRBT,9.9,9.9,9.9,Batteries,0.81,0.0,0.0,0.0,POINT (-100.6728 32.5886),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,0.0,9.9,0.0,9.9,0.0,0.0,0.0,0.0,0,0.0,1,1,0,False,False,False,56981+PYRBT,,,,,,,,,,,,
423,Inadale Wind Farm LLC,56984_G_INABT,56984,G,INABT,,Batteries,,ERC_WEST,Texas,48.0,Nolan,353.0,48353.0,9.9,0.0,2017.0,9999.0,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,56984.0,32.4969,-100.5797,56984.0,INABT,9.9,9.9,9.9,Batteries,0.81,0.0,0.0,0.0,POINT (-100.5797 32.4969),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,0.0,9.9,0.0,9.9,0.0,0.0,0.0,0.0,0,0.0,1,1,0,False,False,False,56984+INABT,,,,,,,,,,,,
442,Lamesa Solar,60372_G_LSPV1,60372,G,LSPV1,,Solar PV,,ERC_WEST,Texas,48.0,Dawson,115.0,48115.0,100.0,0.0,2017.0,9999.0,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,60372.0,32.715611,-101.926522,,,,,,,,,0.0,0.0,POINT (-101.926522 32.715611),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,0.0,100.0,10.208981769675411,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,0,False,False,False,60372+LSPV1,,,,,,,,,,,,
443,"Blue Summit Storage, LLC",60690_G_WBSS,60690,G,WBSS,,Batteries,,ERC_WEST,Texas,48.0,Wilbarger,487.0,48487.0,30.0,0.0,2017.0,9999.0,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,60690.0,34.299,-99.399,60690.0,WBSS,12.6,30,30,Batteries,0.81,0.0,0.0,0.0,POINT (-99.399 34.299),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0,0.0,1,1,0,False,False,False,60690+WBSS,,,,,,,,,,,,
445,Dermott Wind,60902_G_DERM,60902,G,DERM,,Onshore Wind,,ERC_WEST,Texas,48.0,Scurry,415.0,48415.0,253.0,0.0,2017.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,60902.0,32.863769,-100.975128,,,,,,,,,0.0,0.0,POINT (-100.975128 32.863769),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,0.0,253.0,25.82872387727879,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,60902+DERM,,,,,,,,,,,,
446,NRG Elbow Creek Energy Storage Project,61362_G_ECBS,61362,G,ECBS,,Batteries,,ERC_WEST,Texas,48.0,Howard,227.0,48227.0,2.0,0.0,2017.0,9999.0,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,61362.0,32.167575,-101.479217,61362.0,ECBS,0.7,2,2,Batteries,0.81,0.0,0.0,0.0,POINT (-101.479217 32.167575),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,1,1,0,False,False,False,61362+ECBS,,,,,,,,,,,,
448,Odessa Ector Generating Station,55215_G_CTG1,55215,G,CTG1,4149.0,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,148.9,7428.0,2001.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03202,0.03202,0.03202,0.03202,,,,,,,,,,,,Natural Gas,55215.0,31.8403,-102.3264,,,,,,,,,3.419101677638398,117.0,POINT (-102.3264 31.8403),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,4.0,47.3502,15201.173855046687,59.56,0.0,13170.0,3.5999999999999996,28.997087261498017,1,0.0,1,1,0,False,False,False,55215+CTG1,,,,,,,,,,,,
449,Odessa Ector Generating Station,55215_G_CTG2,55215,G,CTG2,4150.0,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,135.2,7428.0,2001.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03202,0.03202,0.03202,0.03202,,,,,,,,,,,,Natural Gas,55215.0,31.8403,-102.3264,,,,,,,,,3.419101677638398,117.0,POINT (-102.3264 31.8403),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,4.0,42.993599999999994,13802.543352601153,54.08,0.0,13170.0,3.5999999999999996,28.997087261498017,1,0.0,1,1,0,False,False,False,55215+CTG2,,,,,,,,,,,,
450,Odessa Ector Generating Station,55215_G_CTG3,55215,G,CTG3,4151.0,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,136.7,7428.0,2001.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03174,0.03174,0.03174,0.03174,,,,,,,,,,,,Natural Gas,55215.0,31.8403,-102.3264,,,,,,,,,3.419101677638398,117.0,POINT (-102.3264 31.8403),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,4.0,43.4706,13955.678079146284,54.68,0.0,13170.0,3.5999999999999996,28.997087261498017,1,0.0,1,1,0,False,False,False,55215+CTG3,,,,,,,,,,,,
451,Odessa Ector Generating Station,55215_G_CTG4,55215,G,CTG4,4152.0,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,142.8,7428.0,2001.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03174,0.03174,0.03174,0.03174,,,,,,,,,,,,Natural Gas,55215.0,31.8403,-102.3264,,,,,,,,,3.419101677638398,117.0,POINT (-102.3264 31.8403),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,4.0,45.4104,14578.42596709649,57.120000000000005,0.0,13170.0,3.5999999999999996,28.997087261498017,1,0.0,1,1,0,False,False,False,55215+CTG4,,,,,,,,,,,,
452,Odessa Ector Generating Station,55215_G_STG1,55215,G,STG1,,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,208.9,7428.0,2001.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03202,0.03202,0.03202,0.03202,,,,,,,,,,,,Natural Gas,55215.0,31.8403,-102.3264,,,,,,,,,3.419101677638398,117.0,POINT (-102.3264 31.8403),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,4.0,66.4302,21326.562916851934,83.56,0.0,13170.0,3.5999999999999996,28.997087261498017,1,0.0,1,1,0,False,False,False,55215+STG1,,,,,,,,,,,,
453,Odessa Ector Generating Station,55215_G_STG2,55215,G,STG2,,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,211.5,7428.0,2001.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03174,0.03174,0.03174,0.03174,,,,,,,,,,,,Natural Gas,55215.0,31.8403,-102.3264,,,,,,,,,3.419101677638398,117.0,POINT (-102.3264 31.8403),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,4.0,67.257,21591.996442863496,84.60000000000001,0.0,13170.0,3.5999999999999996,28.997087261498017,1,0.0,1,1,0,False,False,False,55215+STG2,,,,,,,,,,,,
455,Quail Run Energy Center,56349_G_CT1A,56349,G,CT1A,89698.0,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,72.0,8740.0,2007.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.02551,0.02551,0.02551,0.02551,,,,,,,,,,,,Natural Gas,56349.0,31.8414,-102.315,,,,,,,,,3.419101677638398,117.0,POINT (-102.315 31.8414),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,4.0,46.008,7350.466874166296,28.8,0.0,13170.0,3.5999999999999996,33.48294866255959,1,0.0,1,1,0,False,False,False,56349+CT1A,,,,,,,,,,,,
456,Quail Run Energy Center,56349_G_CT1B,56349,G,CT1B,89699.0,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,72.0,8740.0,2007.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.02551,0.02551,0.02551,0.02551,,,,,,,,,,,,Natural Gas,56349.0,31.8414,-102.315,,,,,,,,,3.419101677638398,117.0,POINT (-102.315 31.8414),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,4.0,46.008,7350.466874166296,28.8,0.0,13170.0,3.5999999999999996,33.48294866255959,1,0.0,1,1,0,False,False,False,56349+CT1B,,,,,,,,,,,,
457,Quail Run Energy Center,56349_G_CT2A,56349,G,CT2A,4575.0,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,70.0,8740.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.02225,0.02225,0.02225,0.02225,,,,,,,,,,,,Natural Gas,56349.0,31.8414,-102.315,,,,,,,,,3.419101677638398,117.0,POINT (-102.315 31.8414),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,4.0,44.730000000000004,7146.2872387727875,28.0,0.0,13170.0,3.5999999999999996,33.48294866255959,1,0.0,1,1,0,False,False,False,56349+CT2A,,,,,,,,,,,,
458,Quail Run Energy Center,56349_G_CT2B,56349,G,CT2B,4576.0,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,70.0,8740.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.02225,0.02225,0.02225,0.02225,,,,,,,,,,,,Natural Gas,56349.0,31.8414,-102.315,,,,,,,,,3.419101677638398,117.0,POINT (-102.315 31.8414),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,4.0,44.730000000000004,7146.2872387727875,28.0,0.0,13170.0,3.5999999999999996,33.48294866255959,1,0.0,1,1,0,False,False,False,56349+CT2B,,,,,,,,,,,,
459,Quail Run Energy Center,56349_G_ST1,56349,G,ST1,,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,98.0,8740.0,2007.0,9999.0,,,N,Natural Gas,,,,DLNB + LNB + NH3,SCR,2007.0,,,,,,,,0.02551,0.02551,0.02551,0.02551,,,,,,,,,,,,Natural Gas,56349.0,31.8414,-102.315,,,,,,,,,3.419101677638398,117.0,POINT (-102.315 31.8414),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,4.0,62.622,10004.802134281903,39.2,0.0,13170.0,3.5999999999999996,33.48294866255959,1,0.0,1,1,0,False,False,False,56349+ST1,,,,,,,,,,,,
460,Quail Run Energy Center,56349_G_ST2,56349,G,ST2,,Combined Cycle,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,100.0,8740.0,2008.0,9999.0,,,N,Natural Gas,,,,DLNB + LNB + NH3,SCR,2008.0,,,,,,,,0.02225,0.02225,0.02225,0.02225,,,,,,,,,,,,Natural Gas,56349.0,31.8414,-102.315,,,,,,,,,3.419101677638398,117.0,POINT (-102.315 31.8414),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,4.0,31.8,10208.98176967541,40.0,0.0,13170.0,3.5999999999999996,33.48294866255959,1,0.0,1,1,0,False,False,False,56349+ST2,,,,,,,,,,,,
464,Notrees Windpower,56961_G_BATT,56961,G,BATT,,Batteries,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,36.0,0.0,2012.0,9999.0,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,56961.0,31.995,-102.828333,56961.0,BATT,13.6,36,36,Batteries,0.81,0.0,0.0,0.0,POINT (-102.828333 31.995),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,0.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0,0.0,1,1,0,False,False,False,56961+BATT,,,,,,,,,,,,
467,Ector County Energy Center,58471_G_CTG1,58471,G,CTG1,90984.0,Combustion Turbine,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,163.3,10745.0,2015.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.02891,0.02891,0.02891,0.02891,,,,,,,,,,,,Natural Gas,58471.0,32.069167,-102.585556,,,,,,,,,3.419101677638398,117.0,POINT (-102.585556 32.069167),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,3.0,55.848600000000005,4167.816807469987,65.32000000000001,0.0,7340.0,15.45,52.188247526224586,0,0.0,1,1,0,False,False,False,58471+CTG1,,,,,,,,,,,,
468,Ector County Energy Center,58471_G_CTG2,58471,G,CTG2,90985.0,Combustion Turbine,,ERC_WEST,Texas,48.0,Ector,135.0,48135.0,163.3,10745.0,2015.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.03114,0.03114,0.03114,0.03114,,,,,,,,,,,,Natural Gas,58471.0,32.069167,-102.585556,,,,,,,,,3.419101677638398,117.0,POINT (-102.585556 32.069167),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,3.0,55.848600000000005,4167.816807469987,65.32000000000001,0.0,7340.0,15.45,52.188247526224586,0,0.0,1,1,0,False,False,False,58471+CTG2,,,,,,,,,,,,
471,Upton County Solar,60581_G_UCTX,60581,G,UCTX,,Solar PV,,ERC_WEST,Texas,48.0,Upton,461.0,48461.0,150.0,0.0,2017.0,9999.0,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,60581.0,31.241808,-102.29027,,,,,,,,,0.0,0.0,POINT (-102.29027 31.241808),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,0.0,150.0,15.313472654513117,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,0,False,False,False,60581+UCTX,,,,,,,,,,,,
472,Santa Rita Wind Energy,60987_G_GEN1,60987,G,GEN1,,Onshore Wind,,ERC_WEST,Texas,48.0,Reagan,383.0,48383.0,300.0,0.0,2018.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,60987.0,31.181377,-101.318787,,,,,,,,,0.0,0.0,POINT (-101.318787 31.181377),61.0,62.0,62.0,9.19136542403,2.63378546811,p62,rto10,p62,0.0,300.0,30.626945309026233,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,60987+GEN1,,,,,,,,,,,,
503,Rocksprings,60217_G_RKSP,60217,G,RKSP,,Onshore Wind,,ERC_REST,Texas,48.0,Val Verde,465.0,48465.0,149.3,0.0,2017.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,60217.0,29.72753,-100.79431,,,,,,,,,0.0,0.0,POINT (-100.79431 29.72753),60.0,61.0,61.0,26.1682725484,12.2218363972,p61,rto10,p61,0.0,149.3,15.24200978212539,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,60217+RKSP,,,,,,,,,,,,
505,ETT Presidio NaS Battery,60506_G_BOB,60506,G,BOB,,Batteries,,ERC_WEST,Texas,48.0,Presidio,377.0,48377.0,4.0,0.0,2010.0,9999.0,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,60506.0,29.566263,-104.35535,60506.0,BOB,4,4,4,Batteries,0.81,0.0,0.0,0.0,POINT (-104.35535 29.566263),60.0,61.0,61.0,26.1682725484,12.2218363972,p61,rto10,p61,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0.0,1,1,0,False,False,False,60506+BOB,,,,,,,,,,,,
507,SolaireHolman Solar Project,60989_G_PV1,60989,G,PV1,,Solar PV,,ERC_WEST,Texas,48.0,Brewster,43.0,48043.0,50.0,0.0,2017.0,9999.0,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,60989.0,30.45512,-103.4747,,,,,,,,,0.0,0.0,POINT (-103.4747 30.45512),60.0,61.0,61.0,26.1682725484,12.2218363972,p61,rto10,p61,0.0,50.0,5.1044908848377055,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,0,False,False,False,60989+PV1,,,,,,,,,,,,
510,Dansby,6243_G_2,6243,G,2COMBINED,89412.0,Combustion Turbine,,ERC_REST,Texas,48.0,Brazos,41.0,48041.0,236.3,10745.0,2001.0,9999.0,,,N,Natural Gas,,,,H2O,SCR,,,,,,,,0.02,0.01994,0.01994,0.01994,0.01994,,,,,,,,,,,,Natural Gas,6243.0,30.7217,-96.4608,,,,,,,,,3.419101677638398,116.99999999999997,POINT (-96.46080000000001 30.7217),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,3.0,80.81460000000001,6030.955980435749,94.52000000000001,0.0,7340.0,15.45,52.188247526224586,0,0.0,1,1,0,False,False,False,6243+2COMBINED,,,,,,,,,,,,
511,Mont Belvieu Cogeneration Unit,57322_G_GT01,57322,G,GT01COMBINED,,Combustion Turbine,,ERC_REST,Texas,48.0,Chambers,71.0,48071.0,286.4,10752.51466480447,2010.0,9999.0,,,Y,Natural Gas,,,,,,,,,,,,,,0.0951,0.0951,0.0951,0.0951,,,,,,,,,,,,Natural Gas,57322.0,29.838138,-94.900661,,,,,,,,,3.419101677638398,117.0,POINT (-94.900661 29.838138),65.0,66.0,66.0,15.9340527498,3.27567832348,p66,rto13,p64,3.0,97.9488,7309.630947087593,114.56,0.0,7340.0,15.45,52.21394092926444,0,0.0,1,1,0,False,False,False,57322+GT01COMBINED,,,,,,,,,,,,
512,Sky Global Power One,59938_G_UNIT1,59938,G,UNIT1COMBINED,,Combustion Turbine,IC Engine,ERC_REST,Texas,48.0,Colorado,89.0,48089.0,49.8,10745.000000000002,2016.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.02402,0.02402,0.02402,0.02402,,,,,,,,,,,,Natural Gas,59938.0,29.550278,-96.537778,,,,,,,,,3.419101677638398,117.00000000000001,POINT (-96.537778 29.550278),63.0,64.0,64.0,17.6037588908,6.78793955885,p64,rto10,p64,1.0,17.0316,1271.0182303245888,19.92,0.0,7340.0,15.45,52.188247526224586,0,0.0,1,1,0,False,False,False,59938+UNIT1COMBINED,,,,,,,,,,,,
516,Tessman Road,56113_G_7,56113,G,7COMBINED,,Landfill Gas,,ERC_REST,Texas,48.0,Bexar,29.0,48029.0,5.800000000000001,13535.724137931033,2014.0,9999.0,,,N,Landfill Gas,,,,,,,,,,,,,,0.24082,0.24082,0.24082,0.24082,,,,,,,,,,,,Landfill Gas,56113.0,29.4289,-98.3433,,,,,,,,,0.0,117.0,POINT (-98.3433 29.4289),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,4.0,5.800000000000001,296.060471320587,2.3200000000000003,0.0,392820.0,8.75,8.75,0,0.0,1,1,0,False,False,False,56113+7COMBINED,,,,,,,,,,,,
